model_name,seg_method,input_method,aug_type,model_type,parameters,training_time_seconds,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_f1_mean,test_f1_std,seed_runs
SG-KMEANS-cropping_heavy_mobilenetv2,kmeans,cropping,heavy,mobilenetv2,2899751,4957.944028139114,0.9792855860707235,0.006774206495761834,0.9797016953561133,0.006236986791464641,0.9792976994790463,0.0067318655636092834,"[{'seed': 42, 'test_accuracy': 0.9811523963381799, 'test_precision': 0.9813065499164554, 'test_recall': 0.9811523963381799, 'test_f1_score': 0.9811272180596637, 'training_time_seconds': 0.2920553684234619, 'best_epoch': 0}, {'seed': 43, 'test_accuracy': 0.9843834141087776, 'test_precision': 0.9844509524170026, 'test_recall': 0.9843834141087776, 'test_f1_score': 0.9843683868573856, 'training_time_seconds': 0.2051699161529541, 'best_epoch': 0}, {'seed': 44, 'test_accuracy': 0.9658948124214684, 'test_precision': 0.96738881258822, 'test_recall': 0.9658948124214684, 'test_f1_score': 0.9659930366450046, 'training_time_seconds': 1052.3264038562775, 'best_epoch': 0}, {'seed': 45, 'test_accuracy': 0.9825884042362233, 'test_precision': 0.9827461253344058, 'test_recall': 0.9825884042362233, 'test_f1_score': 0.9825650203390559, 'training_time_seconds': 1109.5221872329712, 'best_epoch': 49}, {'seed': 46, 'test_accuracy': 0.9824089032489679, 'test_precision': 0.9826160365244828, 'test_recall': 0.9824089032489679, 'test_f1_score': 0.9824348354941218, 'training_time_seconds': 2795.5982117652893, 'best_epoch': 43}]"
SG-KMEANS-cropping_standard_shufflenetv2,kmeans,cropping,standard,shufflenetv2,1293579,18479.121413230896,0.9789983844911149,0.0035046389838422586,0.9793715691486856,0.0033493319709451738,0.9790162124677119,0.003486885637873871,"[{'seed': 42, 'test_accuracy': 0.9806138933764136, 'test_precision': 0.9809210005069163, 'test_recall': 0.9806138933764136, 'test_f1_score': 0.9806224723938403, 'training_time_seconds': 4105.781240224838, 'best_epoch': 35}, {'seed': 43, 'test_accuracy': 0.9728953509244301, 'test_precision': 0.9735519211900122, 'test_recall': 0.9728953509244301, 'test_f1_score': 0.9729369718933569, 'training_time_seconds': 2614.6506917476654, 'best_epoch': 20}, {'seed': 44, 'test_accuracy': 0.9809728953509245, 'test_precision': 0.9812572762552858, 'test_recall': 0.9809728953509245, 'test_f1_score': 0.9809661776264184, 'training_time_seconds': 3965.9315264225006, 'best_epoch': 36}, {'seed': 45, 'test_accuracy': 0.9775623765930712, 'test_precision': 0.9779732400515456, 'test_recall': 0.9775623765930712, 'test_f1_score': 0.977606629363536, 'training_time_seconds': 3744.6226556301117, 'best_epoch': 34}, {'seed': 46, 'test_accuracy': 0.9829474062107342, 'test_precision': 0.9831544077396681, 'test_recall': 0.9829474062107342, 'test_f1_score': 0.9829488110614077, 'training_time_seconds': 4048.13529920578, 'best_epoch': 40}]"
SG-KMEANS-cropping_standard_mobilenetv2,kmeans,cropping,standard,mobilenetv2,2899751,14940.076805114746,0.9786393825166038,0.008180204842865484,0.9791173025124215,0.007689058373311503,0.978660782419794,0.008118517108887707,"[{'seed': 42, 'test_accuracy': 0.9824089032489679, 'test_precision': 0.9826540786026698, 'test_recall': 0.9824089032489679, 'test_f1_score': 0.9824054184525564, 'training_time_seconds': 4199.392376422882, 'best_epoch': 36}, {'seed': 43, 'test_accuracy': 0.9623047926763597, 'test_precision': 0.9637688627018183, 'test_recall': 0.9623047926763597, 'test_f1_score': 0.9624502176444176, 'training_time_seconds': 1297.3483819961548, 'best_epoch': 12}, {'seed': 44, 'test_accuracy': 0.9833064081852451, 'test_precision': 0.9836445712013566, 'test_recall': 0.9833064081852451, 'test_f1_score': 0.9832948560464406, 'training_time_seconds': 3111.301435470581, 'best_epoch': 40}, {'seed': 45, 'test_accuracy': 0.982049901274457, 'test_precision': 0.9822608336366416, 'test_recall': 0.982049901274457, 'test_f1_score': 0.9820274945255002, 'training_time_seconds': 3111.4814982414246, 'best_epoch': 40}, {'seed': 46, 'test_accuracy': 0.9831269071979896, 'test_precision': 0.9832581664196205, 'test_recall': 0.9831269071979896, 'test_f1_score': 0.9831259254300554, 'training_time_seconds': 3220.5531129837036, 'best_epoch': 47}]"
SG-OTSU-cropping_heavy_mobilenetv2,otsu,cropping,heavy,mobilenetv2,2899751,14575.962032556534,0.9785316819242507,0.006758968987863296,0.9798248059382386,0.005640262658481834,0.9784701649636179,0.006775290759809486,"[{'seed': 42, 'test_accuracy': 0.9739723568479627, 'test_precision': 0.9751555328620153, 'test_recall': 0.9739723568479627, 'test_f1_score': 0.9738157987270863, 'training_time_seconds': 2455.663264989853, 'best_epoch': 12}, {'seed': 43, 'test_accuracy': 0.982049901274457, 'test_precision': 0.98244056790122, 'test_recall': 0.982049901274457, 'test_f1_score': 0.9818779142631799, 'training_time_seconds': 3566.597387313843, 'best_epoch': 25}, {'seed': 44, 'test_accuracy': 0.9852809190450548, 'test_precision': 0.9857399380449421, 'test_recall': 0.9852809190450548, 'test_f1_score': 0.9852601167438282, 'training_time_seconds': 3750.343020915985, 'best_epoch': 27}, {'seed': 45, 'test_accuracy': 0.9675103213067672, 'test_precision': 0.9712617391743061, 'test_recall': 0.9675103213067672, 'test_f1_score': 0.9674893801022956, 'training_time_seconds': 1528.1783707141876, 'best_epoch': 6}, {'seed': 46, 'test_accuracy': 0.9838449111470113, 'test_precision': 0.9845262517087096, 'test_recall': 0.9838449111470113, 'test_f1_score': 0.9839076149817001, 'training_time_seconds': 3275.1799886226654, 'best_epoch': 22}]"
SG-KMEANS-cropping_standard_efficientnet_b0,kmeans,cropping,standard,efficientnet_b0,4057507,3354.930475473404,0.9784957817267994,0.004574141634214633,0.9789330835506936,0.004195411617716808,0.9784979571675197,0.00455994266445382,"[{'seed': 42, 'test_accuracy': 0.9824089032489679, 'test_precision': 0.9825171001637795, 'test_recall': 0.9824089032489679, 'test_f1_score': 0.9823855373842709, 'training_time_seconds': 921.1104412078857, 'best_epoch': 22}, {'seed': 43, 'test_accuracy': 0.9800753904146473, 'test_precision': 0.9804449561611491, 'test_recall': 0.9800753904146473, 'test_f1_score': 0.9801193924459984, 'training_time_seconds': 728.6365830898285, 'best_epoch': 18}, {'seed': 44, 'test_accuracy': 0.970382337102854, 'test_precision': 0.971578820034959, 'test_recall': 0.970382337102854, 'test_f1_score': 0.9704217290272242, 'training_time_seconds': 364.52303194999695, 'best_epoch': 5}, {'seed': 45, 'test_accuracy': 0.9768443726440496, 'test_precision': 0.9772126092908895, 'test_recall': 0.9768443726440496, 'test_f1_score': 0.976806475100192, 'training_time_seconds': 612.9845054149628, 'best_epoch': 14}, {'seed': 46, 'test_accuracy': 0.9827679052234787, 'test_precision': 0.9829119321026909, 'test_recall': 0.9827679052234787, 'test_f1_score': 0.9827566518799132, 'training_time_seconds': 727.67591381073, 'best_epoch': 18}]"
SG-KMEANS-cropping_heavy_shufflenetv2,kmeans,cropping,heavy,shufflenetv2,1293579,20522.852704524994,0.9761622688924788,0.0038938063149757747,0.9764881997816449,0.003712788968129565,0.9761712995983816,0.003869585857876103,"[{'seed': 42, 'test_accuracy': 0.9714593430263866, 'test_precision': 0.9719374997000212, 'test_recall': 0.9714593430263866, 'test_f1_score': 0.9714712838899437, 'training_time_seconds': 3407.1017858982086, 'best_epoch': 20}, {'seed': 43, 'test_accuracy': 0.9775623765930712, 'test_precision': 0.9777674044907928, 'test_recall': 0.9775623765930712, 'test_f1_score': 0.9775273786188954, 'training_time_seconds': 3707.3738029003143, 'best_epoch': 24}, {'seed': 44, 'test_accuracy': 0.9813318973254352, 'test_precision': 0.9814005812237244, 'test_recall': 0.9813318973254352, 'test_f1_score': 0.9813097604933588, 'training_time_seconds': 5065.327120542526, 'best_epoch': 36}, {'seed': 45, 'test_accuracy': 0.9786393825166039, 'test_precision': 0.9789159122780123, 'test_recall': 0.9786393825166039, 'test_f1_score': 0.9786597011413114, 'training_time_seconds': 5207.495761871338, 'best_epoch': 37}, {'seed': 46, 'test_accuracy': 0.9718183450008975, 'test_precision': 0.972419601215674, 'test_recall': 0.9718183450008975, 'test_f1_score': 0.9718883738483985, 'training_time_seconds': 3135.554233312607, 'best_epoch': 19}]"
Baseline_heavy_mobilenetv3,none,raw,heavy,mobilenetv3,1557831,17144.332610845566,0.9756596661281638,0.012008387979693145,0.9774867780404988,0.01041963603975727,0.9756210325259496,0.012107348784123655,"[{'seed': 42, 'test_accuracy': 0.9802548914019027, 'test_precision': 0.9814064101408148, 'test_recall': 0.9802548914019027, 'test_f1_score': 0.9803460893273377, 'training_time_seconds': 2038.3939054012299, 'best_epoch': 9}, {'seed': 43, 'test_accuracy': 0.9714593430263866, 'test_precision': 0.9735369560706431, 'test_recall': 0.9714593430263866, 'test_f1_score': 0.9712962836643164, 'training_time_seconds': 1691.28719830513, 'best_epoch': 8}, {'seed': 44, 'test_accuracy': 0.9542272482498654, 'test_precision': 0.9590541583016617, 'test_recall': 0.9542272482498654, 'test_f1_score': 0.9540361304033719, 'training_time_seconds': 1171.090247631073, 'best_epoch': 3}, {'seed': 45, 'test_accuracy': 0.9870759289176091, 'test_precision': 0.9876347871364943, 'test_recall': 0.9870759289176091, 'test_f1_score': 0.9871100858336382, 'training_time_seconds': 7910.135293006897, 'best_epoch': 48}, {'seed': 46, 'test_accuracy': 0.9852809190450548, 'test_precision': 0.9858015785528795, 'test_recall': 0.9852809190450548, 'test_f1_score': 0.9853165734010834, 'training_time_seconds': 4333.425966501236, 'best_epoch': 13}]"
SG-OTSU-cropping_standard_squeezenet,otsu,cropping,standard,squeezenet,742503,26698.053487062454,0.9750493627714952,0.0075416053285888695,0.9753346518970577,0.007429177004812672,0.9749004148898697,0.00763228417051404,"[{'seed': 42, 'test_accuracy': 0.9818704002872016, 'test_precision': 0.9819947898968528, 'test_recall': 0.9818704002872016, 'test_f1_score': 0.9818201730946597, 'training_time_seconds': 6933.591335296631, 'best_epoch': 45}, {'seed': 43, 'test_accuracy': 0.974510859809729, 'test_precision': 0.9745137938409356, 'test_recall': 0.974510859809729, 'test_f1_score': 0.9741221985100371, 'training_time_seconds': 4592.126352548599, 'best_epoch': 29}, {'seed': 44, 'test_accuracy': 0.9813318973254352, 'test_precision': 0.9813966679871551, 'test_recall': 0.9813318973254352, 'test_f1_score': 0.9812259946218569, 'training_time_seconds': 6306.687056303024, 'best_epoch': 42}, {'seed': 45, 'test_accuracy': 0.9764853706695387, 'test_precision': 0.9772377815062981, 'test_recall': 0.9764853706695387, 'test_f1_score': 0.9765738957531007, 'training_time_seconds': 4384.127166509628, 'best_epoch': 31}, {'seed': 46, 'test_accuracy': 0.9610482857655717, 'test_precision': 0.9615302262540473, 'test_recall': 0.9610482857655717, 'test_f1_score': 0.9607598124696943, 'training_time_seconds': 4481.5215764045715, 'best_epoch': 23}]"
SG-KMEANS-cropping_heavy_mobilenetv3,kmeans,cropping,heavy,mobilenetv3,1557831,4349.397877693176,0.9750134625740442,0.0036916157503026985,0.9752535836439987,0.0035104130855981284,0.9749031814405689,0.003689055674968756,"[{'seed': 42, 'test_accuracy': 0.9696643331538324, 'test_precision': 0.9700700518954276, 'test_recall': 0.9696643331538324, 'test_f1_score': 0.9696199512434649, 'training_time_seconds': 306.86773681640625, 'best_epoch': 0}, {'seed': 43, 'test_accuracy': 0.9798958894273918, 'test_precision': 0.9798820347678856, 'test_recall': 0.9798958894273918, 'test_f1_score': 0.979774844786905, 'training_time_seconds': 1351.485862493515, 'best_epoch': 45}, {'seed': 44, 'test_accuracy': 0.9781008795548376, 'test_precision': 0.9782019433693083, 'test_recall': 0.9781008795548376, 'test_f1_score': 0.9780170768181219, 'training_time_seconds': 1105.821695804596, 'best_epoch': 33}, {'seed': 45, 'test_accuracy': 0.9748698617842398, 'test_precision': 0.9749968168155125, 'test_recall': 0.9748698617842398, 'test_f1_score': 0.9747874117768452, 'training_time_seconds': 880.5715055465698, 'best_epoch': 25}, {'seed': 46, 'test_accuracy': 0.9725363489499192, 'test_precision': 0.9731170713718599, 'test_recall': 0.9725363489499192, 'test_f1_score': 0.9723166225775068, 'training_time_seconds': 704.6510770320892, 'best_epoch': 19}]"
SG-KMEANS-cropping_standard_mobilenetv3,kmeans,cropping,standard,mobilenetv3,1557831,11540.975018024445,0.9741518578352182,0.00604574674134506,0.9743806978366759,0.005868163191354057,0.9741010007219766,0.006054520919255821,"[{'seed': 42, 'test_accuracy': 0.9709208400646203, 'test_precision': 0.9714437769403047, 'test_recall': 0.9709208400646203, 'test_f1_score': 0.9709824677777167, 'training_time_seconds': 1717.1268391609192, 'best_epoch': 15}, {'seed': 43, 'test_accuracy': 0.9800753904146473, 'test_precision': 0.9801181350288303, 'test_recall': 0.9800753904146473, 'test_f1_score': 0.9800079455272417, 'training_time_seconds': 3216.4619431495667, 'best_epoch': 49}, {'seed': 44, 'test_accuracy': 0.9764853706695387, 'test_precision': 0.9765665957525718, 'test_recall': 0.9764853706695387, 'test_f1_score': 0.9764437303616559, 'training_time_seconds': 2440.07293844223, 'best_epoch': 30}, {'seed': 45, 'test_accuracy': 0.9639203015616586, 'test_precision': 0.9643567970950412, 'test_recall': 0.9639203015616586, 'test_f1_score': 0.9637889409463729, 'training_time_seconds': 1414.803597688675, 'best_epoch': 14}, {'seed': 46, 'test_accuracy': 0.9793573864656255, 'test_precision': 0.9794181843666323, 'test_recall': 0.9793573864656255, 'test_f1_score': 0.979281918996896, 'training_time_seconds': 2752.5096995830536, 'best_epoch': 36}]"
Baseline_standard_squeezenet,none,raw,standard,squeezenet,742503,15625.151709794998,0.9687309280201042,0.010716915494281947,0.9700915063160815,0.009818817875466554,0.9687390772020269,0.010578357463114037,"[{'seed': 42, 'test_accuracy': 0.9777418775803267, 'test_precision': 0.9783155904182668, 'test_recall': 0.9777418775803267, 'test_f1_score': 0.9775877400182982, 'training_time_seconds': 3631.0150265693665, 'best_epoch': 23}, {'seed': 43, 'test_accuracy': 0.9831269071979896, 'test_precision': 0.9832523833402382, 'test_recall': 0.9831269071979896, 'test_f1_score': 0.9830313530674019, 'training_time_seconds': 5998.20809006691, 'best_epoch': 41}, {'seed': 44, 'test_accuracy': 0.9606892837910609, 'test_precision': 0.9625920757962982, 'test_recall': 0.9606892837910609, 'test_f1_score': 0.9604713392735355, 'training_time_seconds': 2350.273783683777, 'best_epoch': 10}, {'seed': 45, 'test_accuracy': 0.9538682462753545, 'test_precision': 0.9564945603435079, 'test_recall': 0.9538682462753545, 'test_f1_score': 0.9543032372502163, 'training_time_seconds': 1675.6322484016418, 'best_epoch': 8}, {'seed': 46, 'test_accuracy': 0.968228325255789, 'test_precision': 0.9698029216820968, 'test_recall': 0.968228325255789, 'test_f1_score': 0.9683017164006826, 'training_time_seconds': 1970.0225610733032, 'best_epoch': 18}]"
SG-KMEANS-masking_standard_efficientnet_b0,kmeans,masking,standard,efficientnet_b0,4057507,5963.9052793979645,0.9685155268353975,0.0077086008786293545,0.9689725285850311,0.007254736292260555,0.9684569667244942,0.0077352499899796786,"[{'seed': 42, 'test_accuracy': 0.9676898222940227, 'test_precision': 0.9678188967961523, 'test_recall': 0.9676898222940227, 'test_f1_score': 0.9676008705862398, 'training_time_seconds': 1130.7576467990875, 'best_epoch': 30}, {'seed': 43, 'test_accuracy': 0.9538682462753545, 'test_precision': 0.9553211201868532, 'test_recall': 0.9538682462753545, 'test_f1_score': 0.9537696107215978, 'training_time_seconds': 642.8392839431763, 'best_epoch': 15}, {'seed': 44, 'test_accuracy': 0.974510859809729, 'test_precision': 0.9747222040792203, 'test_recall': 0.974510859809729, 'test_f1_score': 0.9744980379062701, 'training_time_seconds': 1395.0791988372803, 'best_epoch': 49}, {'seed': 45, 'test_accuracy': 0.9739723568479627, 'test_precision': 0.9743385404144723, 'test_recall': 0.9739723568479627, 'test_f1_score': 0.9739419732955232, 'training_time_seconds': 1397.6824855804443, 'best_epoch': 44}, {'seed': 46, 'test_accuracy': 0.9725363489499192, 'test_precision': 0.972661881448458, 'test_recall': 0.9725363489499192, 'test_f1_score': 0.9724743411128401, 'training_time_seconds': 1397.546664237976, 'best_epoch': 45}]"
SG-OTSU-masking_heavy_mobilenetv3,otsu,masking,heavy,mobilenetv3,1557831,31738.383246183395,0.9592891760904685,0.02695490487562303,0.9620614475289052,0.023151966637329133,0.9589308280340127,0.0274660083885988,"[{'seed': 42, 'test_accuracy': 0.9741518578352181, 'test_precision': 0.9748087094765586, 'test_recall': 0.9741518578352181, 'test_f1_score': 0.9739235623495316, 'training_time_seconds': 10925.225761890411, 'best_epoch': 41}, {'seed': 43, 'test_accuracy': 0.9619457907018488, 'test_precision': 0.9639421803159134, 'test_recall': 0.9619457907018488, 'test_f1_score': 0.9620982253471502, 'training_time_seconds': 6938.586236715317, 'best_epoch': 25}, {'seed': 44, 'test_accuracy': 0.9798958894273918, 'test_precision': 0.9801748781483909, 'test_recall': 0.9798958894273918, 'test_f1_score': 0.9797868089426951, 'training_time_seconds': 8757.167996644974, 'best_epoch': 47}, {'seed': 45, 'test_accuracy': 0.9737928558607072, 'test_precision': 0.974413035569082, 'test_recall': 0.9737928558607072, 'test_f1_score': 0.9736352924090446, 'training_time_seconds': 3683.4436383247375, 'best_epoch': 28}, {'seed': 46, 'test_accuracy': 0.9066594866271764, 'test_precision': 0.9169684341345818, 'test_recall': 0.9066594866271764, 'test_f1_score': 0.9052102511216416, 'training_time_seconds': 1433.959612607956, 'best_epoch': 6}]"
SG-OTSU-masking_heavy_mobilenetv2,otsu,masking,heavy,mobilenetv2,2899751,16659.27965903282,0.9583198707592893,0.02584649668669029,0.9605248479035021,0.023982457599453826,0.9577343770025172,0.02676270435871359,"[{'seed': 42, 'test_accuracy': 0.9122240172320948, 'test_precision': 0.9178135903412311, 'test_recall': 0.9122240172320948, 'test_f1_score': 0.9097294539016457, 'training_time_seconds': 1449.2386808395386, 'best_epoch': 3}, {'seed': 43, 'test_accuracy': 0.9802548914019027, 'test_precision': 0.981190741211617, 'test_recall': 0.9802548914019027, 'test_f1_score': 0.9803316938448483, 'training_time_seconds': 5346.291155576706, 'best_epoch': 48}, {'seed': 44, 'test_accuracy': 0.9759468677077724, 'test_precision': 0.9763620575000316, 'test_recall': 0.9759468677077724, 'test_f1_score': 0.9758584741306242, 'training_time_seconds': 3670.0702719688416, 'best_epoch': 26}, {'seed': 45, 'test_accuracy': 0.9474062107341591, 'test_precision': 0.9503177852765483, 'test_recall': 0.9474062107341591, 'test_f1_score': 0.9470392437738185, 'training_time_seconds': 1474.8300457000732, 'best_epoch': 6}, {'seed': 46, 'test_accuracy': 0.975767366720517, 'test_precision': 0.976940065188083, 'test_recall': 0.975767366720517, 'test_f1_score': 0.9757130193616493, 'training_time_seconds': 4718.849504947662, 'best_epoch': 37}]"
SG-OTSU-masking_heavy_shufflenetv2,otsu,masking,heavy,shufflenetv2,1293579,19037.237975120544,0.9545503500269252,0.006179006993056938,0.9575360844765839,0.005337869290092817,0.9543740823066986,0.00606732610827627,"[{'seed': 42, 'test_accuracy': 0.9547657512116317, 'test_precision': 0.9569758086506299, 'test_recall': 0.9547657512116317, 'test_f1_score': 0.9544761336379756, 'training_time_seconds': 3716.9838478565216, 'best_epoch': 22}, {'seed': 43, 'test_accuracy': 0.9432776880272842, 'test_precision': 0.9480777023433554, 'test_recall': 0.9432776880272842, 'test_f1_score': 0.9433825411349119, 'training_time_seconds': 2087.5627937316895, 'best_epoch': 10}, {'seed': 44, 'test_accuracy': 0.9608687847783163, 'test_precision': 0.9635272485330074, 'test_recall': 0.9608687847783163, 'test_f1_score': 0.960810973659173, 'training_time_seconds': 5447.144364118576, 'best_epoch': 39}, {'seed': 45, 'test_accuracy': 0.9544067492371208, 'test_precision': 0.9574659719207158, 'test_recall': 0.9544067492371208, 'test_f1_score': 0.9541619956312843, 'training_time_seconds': 3245.8366000652313, 'best_epoch': 20}, {'seed': 46, 'test_accuracy': 0.9594327768802728, 'test_precision': 0.9616336909352112, 'test_recall': 0.9594327768802728, 'test_f1_score': 0.9590387674701485, 'training_time_seconds': 4539.710369348526, 'best_epoch': 29}]"
SG-KMEANS-cropping_heavy_squeezenet,kmeans,cropping,heavy,squeezenet,742503,30802.827354192734,0.9535451444982946,0.008388978207289637,0.954040412564271,0.008282584567956162,0.9534342402061642,0.008517318876242007,"[{'seed': 42, 'test_accuracy': 0.9585352719439957, 'test_precision': 0.9591196416261343, 'test_recall': 0.9585352719439957, 'test_f1_score': 0.958504431416062, 'training_time_seconds': 8132.466354608536, 'best_epoch': 37}, {'seed': 43, 'test_accuracy': 0.9594327768802728, 'test_precision': 0.9597573470500477, 'test_recall': 0.9594327768802728, 'test_f1_score': 0.9593468794765693, 'training_time_seconds': 7162.312052726746, 'best_epoch': 50}, {'seed': 44, 'test_accuracy': 0.9553042541733979, 'test_precision': 0.9556776738415599, 'test_recall': 0.9553042541733979, 'test_f1_score': 0.9552292900901155, 'training_time_seconds': 5925.906840324402, 'best_epoch': 46}, {'seed': 45, 'test_accuracy': 0.9574582660204631, 'test_precision': 0.9579367728035899, 'test_recall': 0.9574582660204631, 'test_f1_score': 0.9574663878934392, 'training_time_seconds': 5698.09166765213, 'best_epoch': 43}, {'seed': 46, 'test_accuracy': 0.9369951534733441, 'test_precision': 0.9377106275000231, 'test_recall': 0.9369951534733441, 'test_f1_score': 0.9366242121546346, 'training_time_seconds': 3884.0504388809204, 'best_epoch': 26}]"
SG-KMEANS-cropping_standard_squeezenet,kmeans,cropping,standard,squeezenet,742503,22077.91592001915,0.9518937354155448,0.008985812967714094,0.9524092589506727,0.008865766219498033,0.9516782851775341,0.009132117280451674,"[{'seed': 42, 'test_accuracy': 0.9450726978998385, 'test_precision': 0.9456359589075661, 'test_recall': 0.9450726978998385, 'test_f1_score': 0.9447245098082389, 'training_time_seconds': 3615.5959832668304, 'best_epoch': 21}, {'seed': 43, 'test_accuracy': 0.9531502423263328, 'test_precision': 0.9539946932118905, 'test_recall': 0.9531502423263328, 'test_f1_score': 0.9530661890820302, 'training_time_seconds': 4050.7614901065826, 'best_epoch': 33}, {'seed': 44, 'test_accuracy': 0.9558427571351642, 'test_precision': 0.956322359692183, 'test_recall': 0.9558427571351642, 'test_f1_score': 0.9557470609071099, 'training_time_seconds': 5255.514991283417, 'best_epoch': 34}, {'seed': 45, 'test_accuracy': 0.9657153114342129, 'test_precision': 0.9658625102993119, 'test_recall': 0.9657153114342129, 'test_f1_score': 0.9656370748526806, 'training_time_seconds': 5934.976108551025, 'best_epoch': 46}, {'seed': 46, 'test_accuracy': 0.9396876682821755, 'test_precision': 0.9402307726424117, 'test_recall': 0.9396876682821755, 'test_f1_score': 0.9392165912376106, 'training_time_seconds': 3221.0673468112946, 'best_epoch': 36}]"
SG-OTSU-masking_standard_squeezenet,otsu,masking,standard,squeezenet,742503,17945.643877267838,0.9502064261353438,0.008350635959148279,0.952426941694652,0.0071674562179312356,0.9497529485628424,0.008613549516096405,"[{'seed': 42, 'test_accuracy': 0.9614072877400826, 'test_precision': 0.9619047535452775, 'test_recall': 0.9614072877400826, 'test_f1_score': 0.9612012956255167, 'training_time_seconds': 3033.3257060050964, 'best_epoch': 28}, {'seed': 43, 'test_accuracy': 0.9479447136959254, 'test_precision': 0.9519391455152042, 'test_recall': 0.9479447136959254, 'test_f1_score': 0.9472609172763777, 'training_time_seconds': 2329.716131210327, 'best_epoch': 23}, {'seed': 44, 'test_accuracy': 0.9470472087596482, 'test_precision': 0.9490530635349891, 'test_recall': 0.9470472087596482, 'test_f1_score': 0.9468430598026102, 'training_time_seconds': 2640.017915725708, 'best_epoch': 24}, {'seed': 45, 'test_accuracy': 0.9570992640459522, 'test_precision': 0.9579747608773754, 'test_recall': 0.9570992640459522, 'test_f1_score': 0.9569018590588259, 'training_time_seconds': 5527.922772169113, 'best_epoch': 38}, {'seed': 46, 'test_accuracy': 0.9375336564351104, 'test_precision': 0.941262985000414, 'test_recall': 0.9375336564351104, 'test_f1_score': 0.9365576110508819, 'training_time_seconds': 4414.661352157593, 'best_epoch': 29}]"
SG-KMEANS-masking_heavy_efficientnet_b0,kmeans,masking,heavy,efficientnet_b0,4057507,5454.413853168488,0.9497038233710284,0.005867678336880631,0.9523925134920038,0.0048709228083861885,0.949808910070151,0.0059137135752019695,"[{'seed': 42, 'test_accuracy': 0.9420211811164961, 'test_precision': 0.9471653860415025, 'test_recall': 0.9420211811164961, 'test_f1_score': 0.9424661231961313, 'training_time_seconds': 1020.8890962600708, 'best_epoch': 25}, {'seed': 43, 'test_accuracy': 0.9488422186322025, 'test_precision': 0.9513537337648161, 'test_recall': 0.9488422186322025, 'test_f1_score': 0.9491514724427349, 'training_time_seconds': 1056.1070091724396, 'best_epoch': 29}, {'seed': 44, 'test_accuracy': 0.956560761084186, 'test_precision': 0.958382857921104, 'test_recall': 0.956560761084186, 'test_f1_score': 0.9568100505617915, 'training_time_seconds': 1258.1077818870544, 'best_epoch': 36}, {'seed': 45, 'test_accuracy': 0.944893196912583, 'test_precision': 0.947319473120766, 'test_recall': 0.944893196912583, 'test_f1_score': 0.9443504219759544, 'training_time_seconds': 1089.504781961441, 'best_epoch': 30}, {'seed': 46, 'test_accuracy': 0.9562017591096751, 'test_precision': 0.9577411166118308, 'test_recall': 0.9562017591096751, 'test_f1_score': 0.9562664821741425, 'training_time_seconds': 1029.8051838874817, 'best_epoch': 28}]"
SG-KMEANS-masking_standard_shufflenetv2,kmeans,masking,standard,shufflenetv2,1293579,80284.12251448631,0.9416262789445341,0.019279575927682712,0.9446694340722435,0.016596698315699782,0.9416633084165242,0.01922293262102533,"[{'seed': 42, 'test_accuracy': 0.9097110034105188, 'test_precision': 0.9178753110906323, 'test_recall': 0.9097110034105188, 'test_f1_score': 0.9098808512459227, 'training_time_seconds': 1706.404893875122, 'best_epoch': 13}, {'seed': 43, 'test_accuracy': 0.9579967689822294, 'test_precision': 0.9589803723384072, 'test_recall': 0.9579967689822294, 'test_f1_score': 0.9579730339103263, 'training_time_seconds': 63383.27017235756, 'best_epoch': 49}, {'seed': 44, 'test_accuracy': 0.9290971100341052, 'test_precision': 0.9327921853798631, 'test_recall': 0.9290971100341052, 'test_f1_score': 0.9290945052372952, 'training_time_seconds': 3891.1629297733307, 'best_epoch': 17}, {'seed': 45, 'test_accuracy': 0.9588942739185066, 'test_precision': 0.9597427114470426, 'test_recall': 0.9588942739185066, 'test_f1_score': 0.9588727520102036, 'training_time_seconds': 6946.433138370514, 'best_epoch': 39}, {'seed': 46, 'test_accuracy': 0.9524322383773111, 'test_precision': 0.9539565901052722, 'test_recall': 0.9524322383773111, 'test_f1_score': 0.9524953996788738, 'training_time_seconds': 4356.851380109787, 'best_epoch': 44}]"
